1_ortho,2_phon,18_p_cvcv,24_nbsyll
systématisé,sistematize,CVCCVCVCVCV,5
systématisée,sistematize,CVCCVCVCVCV,5
systématisés,sistematize,CVCCVCVCVCV,5
systémique,sistemik,CVCCVCVC,3
syzygie,siziZi,CVCVCV,3
syzygies,siziZi,CVCVCV,3
syénite,sjenit,CYVCVC,2
sèche,sES,CVC,1
sèche,sES,CVC,1
sèche-cheveux,sESS°v2,CVCCVCV,3
sèche-linge,sESl5Z,CVCCVC,2
sèche-mains,sESm5,CVCCV,2
sèchement,sES°m@,CVCVCV,3
sèchent,sES,CVC,1
sèches,sES,CVC,1
sèches,sES,CVC,1
sème,sEm,CVC,1
sème,sEm,CVC,1
sèment,sEm,CVC,1
sèmera,sEm°Ra,CVCVCV,3
sèmerai,sEm°RE,CVCVCV,3
sèmerais,sEm°RE,CVCVCV,3
sèmerait,sEm°RE,CVCVCV,3
sèmeras,sEm°Ra,CVCVCV,3
sèmerez,sEm°Re,CVCVCV,3
sèmerions,sEm°Rj§,CVCVCYV,3
sèmerons,sEm°R§,CVCVCV,3
sèmeront,sEm°R§,CVCVCV,3
sèmes,sEm,CVC,1
sève,sEv,CVC,1
sèves,sEv,CVC,1
sèvres,sEvR,CVCC,1
sèvres,sEvR,CVCC,1
séance,se@s,CVVC,2
séances,se@s,CVVC,2
séant,se@,CVV,2
séant,se@,CVV,2
séante,se@t,CVVC,2
sébacé,sebase,CVCVCV,3
sébacée,sebase,CVCVCV,3
sébacées,sebase,CVCVCV,3
sébaste,sebast,CVCVCC,2
sébile,sebil,CVCVC,2
sébiles,sebil,CVCVC,2
séborrhée,seboRe,CVCVCV,3
séborrhéique,sebOReik,CVCVCVVC,4
sébum,sebOm,CVCVC,2
sécateur,sekat9R,CVCVCVC,3
sécateurs,sekat9R,CVCVCVC,3
sécession,sesesj§,CVCVCYV,3
sécessionniste,sesesjOnist,CVCVCYVCVCC,4
sécessionniste,sesesjOnist,CVCVCYVCVCC,4
sécessionnistes,sesesjonist,CVCVCYVCVCC,4
sécessionnistes,sesesjonist,CVCVCYVCVCC,4
sécha,seSa,CVCV,2
séchage,seSaZ,CVCVC,2
séchai,seSE,CVCV,2
séchaient,seSE,CVCV,2
séchais,seSE,CVCV,2
séchait,seSE,CVCV,2
séchant,seS@,CVCV,2
séchard,seSaR,CVCVC,2
sécher,seSe,CVCV,2
séchera,seS°Ra,CVCVCV,3
sécherai,sES°RE,CVCVCV,3
sécheraient,seS°RE,CVCVCV,3
sécherais,sES°RE,CVCVCV,3
sécherait,seS°RE,CVCVCV,3
sécheresse,seS°REs,CVCVCVC,3
sécheresses,seS°REs,CVCVCVC,3
sécherez,sES°Re,CVCVCV,3
sécherie,seS°Ri,CVCVCV,3
sécheries,seS°Ri,CVCVCV,3
sécheront,seS°R§,CVCVCV,3
sécheuse,seS2z,CVCVC,2
séchez,seSe,CVCV,2
séchiez,seSje,CVCYV,2
séchions,seSj§,CVCYV,2
séchoir,seSwaR,CVCYVC,2
séchoirs,seSwaR,CVCYVC,2
séchons,seS§,CVCV,2
séchât,seSa,CVCV,2
séchèrent,seSER,CVCVC,2
séché,seSe,CVCV,2
séchée,seSe,CVCV,2
séchées,seSe,CVCV,2
séchés,seSe,CVCV,2
sécolle,sekOl,CVCVC,2
sécot,seko,CVCV,2
sécrète,sekREt,CVCCVC,2
sécrètent,sekREt,CVCCVC,2
sécrètes,sekREt,CVCCVC,2
sécrétaient,sekRetE,CVCCVCV,3
sécrétais,sekRetE,CVCCVCV,3
sécrétait,sekRetE,CVCCVCV,3
sécrétant,sekRet@,CVCCVCV,3
sécréter,sekRete,CVCCVCV,3
sécréteur,sekRet9R,CVCCVCVC,3
sécréteurs,sekRet9R,CVCCVCVC,3
sécréteurs,sekRet9R,CVCCVCVC,3
sécrétez,sekRete,CVCCVCV,3
sécrétine,sekRetin,CVCCVCVC,3
sécrétion,sekResj§,CVCCVCYV,3
sécrétions,sekResj§,CVCCVCYV,3
sécrétât,sekReta,CVCCVCV,3
sécrété,sekRete,CVCCVCV,3
sécrétée,sekRete,CVCCVCV,3
sécrétés,sekRete,CVCCVCV,3
sécu,seky,CVCV,2
séculaire,sekylER,CVCVCVC,3
séculairement,sekylER°m@,CVCVCVCVCV,5
séculaires,sekylER,CVCVCVC,3
séculariser,sekylaRize,CVCVCVCVCV,5
sécularisées,sekylaRize,CVCVCVCVCV,5
séculier,sekylje,CVCVCYV,3
séculiers,sekylje,CVCVCYV,3
séculière,sekyljER,CVCVCYVC,3
sécurisait,sekyRizE,CVCVCVCV,4
sécurisant,sekyRiz@,CVCVCVCV,4
sécurisant,sekyRiz@,CVCVCVCV,4
sécurisante,sekyRiz@t,CVCVCVCVC,4
sécurisation,sekyRizasj§,CVCVCVCVCYV,5
sécuriser,sekyRize,CVCVCVCV,4
sécurisez,sekyRize,CVCVCVCV,4
sécurisé,sekyRize,CVCVCVCV,4
sécurisée,sekyRize,CVCVCVCV,4
sécurisées,sekyRize,CVCVCVCV,4
sécurisés,sekyRize,CVCVCVCV,4
sécurit,sekyRi,CVCVCV,3
sécuritaire,sekyRitER,CVCVCVCVC,4
sécurité,sekyRite,CVCVCVCV,4
sécurités,sekyRite,CVCVCVCV,4
sédatif,sedatif,CVCVCVC,3
sédatif,sedatif,CVCVCVC,3
sédatifs,sedatif,CVCVCVC,3
sédatifs,sedatif,CVCVCVC,3
sédation,sedasj§,CVCVCYV,3
sédative,sedativ,CVCVCVC,3
sédatives,sedativ,CVCVCVC,3
sédentaire,sed@tER,CVCVCVC,3
sédentaire,sed@tER,CVCVCVC,3
sédentaires,sed@tER,CVCVCVC,3
sédentaires,sed@tER,CVCVCVC,3
sédentarisaient,sed@taRizE,CVCVCVCVCV,5
sédentarisation,sed@taRizasj§,CVCVCVCVCVCYV,6
sédentarise,sed@taRiz,CVCVCVCVC,4
sédentariser,sed@taRize,CVCVCVCVCV,5
sédentarisme,sed@taRizm,CVCVCVCVCC,4
sédentarité,sed@taRite,CVCVCVCVCV,5
sédiment,sedim@,CVCVCV,3
sédimentaire,sedim@tER,CVCVCVCVC,4
sédimentaires,sedim@tER,CVCVCVCVC,4
sédimentation,sedim@tasj§,CVCVCVCVCYV,5
sédimentations,sedim@tasj§,CVCVCVCVCYV,5
sédimente,sedim@t,CVCVCVC,3
sédiments,sedim@,CVCVCV,3
sédimentée,sedim@te,CVCVCVCV,4
séditieuse,sedisj2z,CVCVCYVC,3
séditieuses,sedisj2z,CVCVCYVC,3
séditieux,sedisj2,CVCVCYV,3
séditieux,sedisj2,CVCVCYV,3
sédition,sedisj§,CVCVCYV,3
séducteur,sedykt9R,CVCVCCVC,3
séducteur,sedykt9R,CVCVCCVC,3
séducteurs,sedykt9R,CVCVCCVC,3
séducteurs,sedykt9R,CVCVCCVC,3
séduction,sedyksj§,CVCVCCYV,3
séductions,sedyksj§,CVCVCCYV,3
séductrice,sedyktRis,CVCVCCCVC,3
séductrice,sedyktRis,CVCVCCCVC,3
séductrices,sedyktRis,CVCVCCCVC,3
séductrices,sedyktRis,CVCVCCCVC,3
séduira,sed8iRa,CVCYVCV,3
séduirait,sed8iRE,CVCYVCV,3
séduiras,sed8iRa,CVCYVCV,3
séduire,sed8iR,CVCYVC,2
séduis,sed8i,CVCYV,2
séduisaient,sed8izE,CVCYVCV,3
séduisait,sed8izE,CVCYVCV,3
séduisant,sed8iz@,CVCYVCV,3
séduisant,sed8iz@,CVCYVCV,3
séduisante,sed8iz@t,CVCYVCVC,3
séduisantes,sed8iz@t,CVCYVCVC,3
séduisants,sed8iz@,CVCYVCV,3
séduise,sed8iz,CVCYVC,2
séduisent,sed8iz,CVCYVC,2
séduises,sed8iz,CVCYVC,2
séduisez,sed8ize,CVCYVCV,3
séduisirent,sed8iziR,CVCYVCVC,3
séduisit,sed8izi,CVCYVCV,3
séduit,sed8i,CVCYV,2
séduit,sed8i,CVCYV,2
séduite,sed8it,CVCYVC,2
séduite,sed8it,CVCYVC,2
séduites,sed8it,CVCYVC,2
séduites,sed8it,CVCYVC,2
séduits,sed8i,CVCYV,2
séduits,sed8i,CVCYV,2
séfarade,sefaRad,CVCVCVC,3
séfarade,sefaRad,CVCVCVC,3
ségrégation,segRegasj§,CVCCVCVCYV,4
ségrégationniste,segRegasjOnist,CVCCVCVCYVCVCC,5
séguedille,seg°dij,CVCVCVY,3
séide,seid,CVVC,2
séides,seid,CVVC,2
séisme,seizm,CVVCC,2
séismes,seizm,CVVCC,2
séjour,seZuR,CVCVC,2
séjourna,seZuRna,CVCVCCV,3
séjournaient,seZuRnE,CVCVCCV,3
séjournais,seZuRnE,CVCVCCV,3
séjournait,seZuRnE,CVCVCCV,3
séjournant,seZuRn@,CVCVCCV,3
séjourne,seZuRn,CVCVCC,2
séjournent,seZuRn,CVCVCC,2
séjourner,seZuRne,CVCVCCV,3
séjourneraient,seZuRn°RE,CVCVCCVCV,4
séjournerez,seZuRn°Re,CVCVCCVCV,4
séjourneriez,seZuRn°Rje,CVCVCCVCYV,4
séjournerons,seZuRn°R§,CVCVCCVCV,4
séjournes,seZuRn,CVCVCC,2
séjournez,seZuRne,CVCVCCV,3
séjourniez,seZuRnje,CVCVCCYV,3
séjournions,seZuRnj§,CVCVCCYV,3
séjournâmes,seZuRnam,CVCVCCVC,3
séjourné,seZuRne,CVCVCCV,3
séjours,seZuR,CVCVC,2
sélect,selEkt,CVCVCC,2
sélecte,selEkt,CVCVCC,2
sélecteur,selEkt9R,CVCVCCVC,3
sélecteurs,selEkt9R,CVCVCCVC,3
sélectif,selEktif,CVCVCCVC,3
sélectifs,selEktif,CVCVCCVC,3
sélection,selEksj§,CVCVCCYV,3
sélectionna,selEksjona,CVCVCCYVCV,4
sélectionnaient,selEksjonE,CVCVCCYVCV,4
sélectionnait,selEksjonE,CVCVCCYVCV,4
sélectionnant,selEksjOn@,CVCVCCYVCV,4
sélectionne,selEksjOn,CVCVCCYVC,3
sélectionner,selEksjone,CVCVCCYVCV,4
sélectionnera,selEksjOn°Ra,CVCVCCYVCVCV,5
sélectionnerai,selEksjOn°RE,CVCVCCYVCVCV,5
sélectionnerais,selEksjOn°RE,CVCVCCYVCVCV,5
sélectionneur,selEksjon9R,CVCVCCYVCVC,4
sélectionneuse,selEksjOn2z,CVCVCCYVCVC,4
sélectionnez,selEksjone,CVCVCCYVCV,4
sélectionné,selEksjone,CVCVCCYVCV,4
sélectionné,selEksjone,CVCVCCYVCV,4
sélectionné,selEksjone,CVCVCCYVCV,4
sélectionnée,selEksjone,CVCVCCYVCV,4
sélectionnée,selEksjone,CVCVCCYVCV,4
sélectionnées,selEksjone,CVCVCCYVCV,4
sélectionnées,selEksjone,CVCVCCYVCV,4
sélectionnés,selEksjone,CVCVCCYVCV,4
sélectionnés,selEksjone,CVCVCCYVCV,4
sélectionnés,selEksjone,CVCVCCYVCV,4
sélections,selEksj§,CVCVCCYV,3
sélections,selEktj§,CVCVCCYV,3
sélective,selEktiv,CVCVCCVC,3
sélectivement,selEktiv°m@,CVCVCCVCVCV,5
sélectives,selEktiv,CVCVCCVC,3
sélectivité,selEktivite,CVCVCCVCVCV,5
sélects,selEkt,CVCVCC,2
sélénite,selenit,CVCVCVC,3
sélénites,selenit,CVCVCVC,3
sélénium,selenjOm,CVCVCYVC,3
séléniure,selenjyR,CVCVCYVC,3
sélénographie,selenogRafi,CVCVCVCCVCV,5
sémantique,sem@tik,CVCVCVC,3
sémantique,sem@tik,CVCVCVC,3
sémantiques,sem@tik,CVCVCVC,3
sémaphore,semafOR,CVCVCVC,3
sémaphores,semafOR,CVCVCVC,3
sémaphoriques,semafoRik,CVCVCVCVC,4
sémillant,semij@,CVCVYV,3
sémillante,semij@t,CVCVYVC,3
sémillon,semij§,CVCVYV,3
séminaire,seminER,CVCVCVC,3
séminaires,seminER,CVCVCVC,3
séminal,seminal,CVCVCVC,3
séminale,seminal,CVCVCVC,3
séminales,seminal,CVCVCVC,3
séminariste,seminaRist,CVCVCVCVCC,4
séminaristes,seminaRist,CVCVCVCVCC,4
séminaux,semino,CVCVCV,3
séminole,seminOl,CVCVCVC,3
séminole,seminOl,CVCVCVC,3
séminoles,seminOl,CVCVCVC,3
séminoles,seminOl,CVCVCVC,3
séminome,seminom,CVCVCVC,3
sémiologie,semjoloZi,CVCYVCVCV,4
sémiologue,semjolOg,CVCYVCVC,3
sémiotique,semjotik,CVCYVCVC,3
sémiotiques,semjotik,CVCYVCVC,3
sémite,semit,CVCVC,2
sémite,semit,CVCVC,2
sémites,semit,CVCVC,2
sémites,semit,CVCVC,2
sémitique,semitik,CVCVCVC,3
sémitiques,semitik,CVCVCVC,3
sénat,sena,CVCV,2
sénateur,senat9R,CVCVCVC,3
sénateurs,senat9R,CVCVCVC,3
sénatorial,senatoRjal,CVCVCVCYVC,4
sénatoriale,senatoRjal,CVCVCVCYVC,4
sénatoriales,senatoRjal,CVCVCVCYVC,4
sénatoriales,senatoRjal,CVCVCVCYVC,4
sénatrice,senatRis,CVCVCCVC,3
sénatus-consulte,senatysk§sylt,CVCVCVCCVCVCC,5
sénescence,senes@s,CVCVCVC,3
sénevé,sEn°ve,CVCVCV,3
sénile,senil,CVCVC,2
sénilement,senil°m@,CVCVCVCV,4
séniles,senil,CVCVC,2
sénilité,senilite,CVCVCVCV,4
séné,sene,CVCV,2
sénéchal,seneSal,CVCVCVC,3
sénéchaux,seneSo,CVCVCV,3
sénégalais,senegalE,CVCVCVCV,4
sénégalais,senegalE,CVCVCVCV,4
sénégalaise,senegalEz,CVCVCVCVC,4
sénégalaise,senegalEz,CVCVCVCVC,4
sénégalaises,senegalEz,CVCVCVCVC,4
sénégalaises,senegalEz,CVCVCVCVC,4
sénés,sene,CVCV,2
séoudite,seudit,CVVCVC,3
sépale,sepal,CVCVC,2
sépales,sepal,CVCVC,2
sépara,sepaRa,CVCVCV,3
séparable,sepaRabl,CVCVCVCC,3
séparai,sepaRE,CVCVCV,3
séparaient,sepaRE,CVCVCV,3
séparais,sepaRE,CVCVCV,3
séparait,sepaRE,CVCVCV,3
séparant,sepaR@,CVCVCV,3
séparateur,sepaRat9R,CVCVCVCVC,4
séparateur,sepaRat9R,CVCVCVCVC,4
séparation,sepaRasj§,CVCVCVCYV,4
séparations,sepaRasj§,CVCVCVCYV,4
séparatiste,sepaRatist,CVCVCVCVCC,4
séparatiste,sepaRatist,CVCVCVCVCC,4
séparatistes,sepaRatist,CVCVCVCVCC,4
séparatistes,sepaRatist,CVCVCVCVCC,4
séparatrice,sepaRatRis,CVCVCVCCVC,4
sépare,sepaR,CVCVC,2
séparent,sepaR,CVCVC,2
séparer,sepaRe,CVCVCV,3
séparera,sepaR°Ra,CVCVCVCV,4
séparerai,sepaR°RE,CVCVCVCV,4
sépareraient,sepaR°RE,CVCVCVCV,4
séparerais,sepaR°RE,CVCVCVCV,4
séparerait,sepaR°RE,CVCVCVCV,4
sépareras,sepaR°Ra,CVCVCVCV,4
séparerez,sepaR°Re,CVCVCVCV,4
séparerons,sepaR°R§,CVCVCVCV,4
sépareront,sepaR°R§,CVCVCVCV,4
séparez,sepaRe,CVCVCV,3
sépariez,sepaRje,CVCVCYV,3
séparions,sepaRj§,CVCVCYV,3
séparons,sepaR§,CVCVCV,3
séparâmes,sepaRam,CVCVCVC,3
séparât,sepaRa,CVCVCV,3
séparèrent,sepaRER,CVCVCVC,3
séparé,sepaRe,CVCVCV,3
séparé,sepaRe,CVCVCV,3
séparée,sepaRe,CVCVCV,3
séparée,sepaRe,CVCVCV,3
séparées,sepaRe,CVCVCV,3
séparées,sepaRe,CVCVCV,3
séparément,sepaRem@,CVCVCVCV,4
séparés,sepaRe,CVCVCV,3
séparés,sepaRe,CVCVCV,3
sépharade,sefaRad,CVCVCVC,3
sépharade,sefaRad,CVCVCVC,3
sépharades,sefaRad,CVCVCVC,3
sépharades,sefaRad,CVCVCVC,3
sépia,sepja,CVCYV,2
sépias,sepja,CVCYV,2
sépulcral,sepylkRal,CVCVCCCVC,3
sépulcrale,sepylkRal,CVCVCCCVC,3
sépulcrales,sepylkRal,CVCVCCCVC,3
sépulcre,sepylkR,CVCVCCC,2
sépulcres,sepylkR,CVCVCCC,2
sépulture,sepyltyR,CVCVCCVC,3
sépultures,sepyltyR,CVCVCCVC,3
séquanaise,sekanEz,CVCVCVC,3
séquelle,sekEl,CVCVC,2
séquelles,sekEl,CVCVC,2
séquence,sek@s,CVCVC,2
séquencer,sek@se,CVCVCV,3
séquences,sek@s,CVCVC,2
séquenceur,sek@s9R,CVCVCVC,3
séquentiel,sek@sjEl,CVCVCYVC,3
séquentielle,sek@sjEl,CVCVCYVC,3
séquentiellement,sek@sjEl°m@,CVCVCYVCVCV,5
séquençage,sek@saZ,CVCVCVC,3
séquestraient,sekEstRE,CVCVCCCV,3
séquestrait,sekEstRE,CVCVCCCV,3
séquestration,sekEstRasj§,CVCVCCCVCYV,4
séquestrations,sekEstRasj§,CVCVCCCVCYV,4
séquestre,sekEstR,CVCVCCC,2
séquestre,sekEstR,CVCVCCC,2
séquestrer,sekEstRe,CVCVCCCV,3
séquestres,sekEstR,CVCVCCC,2
séquestrez,sekEstRe,CVCVCCCV,3
séquestré,sekEstRe,CVCVCCCV,3
séquestrée,sekEstRe,CVCVCCCV,3
séquestrés,sekEstRe,CVCVCCCV,3
séquoia,sekoja,CVCVYV,3
séquoias,sekoja,CVCVYV,3
sérac,seRak,CVCVC,2
séracs,seRak,CVCVC,2
sérail,seRaj,CVCVY,2
séraphin,seRaf5,CVCVCV,3
séraphins,seRaf5,CVCVCV,3
séraphique,seRafik,CVCVCVC,3
séraphiques,seRafik,CVCVCVC,3
séreux,seR2,CVCV,2
sérial,seRjal,CVCYVC,2
sériant,seRj@,CVCYV,2
série,seRi,CVCV,2
sériel,seRjEl,CVCYVC,2
sérielle,seRjEl,CVCYVC,2
sérier,seRje,CVCYV,2
séries,seRi,CVCV,2
sérieuse,seRj2z,CVCYVC,2
sérieuse,seRj2z,CVCYVC,2
sérieusement,seRj2z°m@,CVCYVCVCV,4
sérieuses,seRj2z,CVCYVC,2
sérieuses,seRj2z,CVCYVC,2
sérieux,seRj2,CVCYV,2
sérieux,seRj2,CVCYV,2
sérique,seRik,CVCVC,2
sérologie,seRoloZi,CVCVCVCV,4
séronégatif,seRonegatif,CVCVCVCVCVC,5
séronégatif,seRonegatif,CVCVCVCVCVC,5
séronégatifs,seRonegatif,CVCVCVCVCVC,5
séronégatifs,seRonegatif,CVCVCVCVCVC,5
séronégative,seRonegativ,CVCVCVCVCVC,5
séropo,seRopo,CVCVCV,3
séropositif,seRopozitif,CVCVCVCVCVC,5
séropositif,seRopozitif,CVCVCVCVCVC,5
séropositifs,seRopozitif,CVCVCVCVCVC,5
séropositifs,seRopozitif,CVCVCVCVCVC,5
séropositive,seRopozitiv,CVCVCVCVCVC,5
séropositive,seRopozitiv,CVCVCVCVCVC,5
séropositives,seRopozitiv,CVCVCVCVCVC,5
séropositivité,seRopozitivite,CVCVCVCVCVCVCV,7
sérosité,seRozite,CVCVCVCV,4
sérotonine,seRotonin,CVCVCVCVC,4
sérum,seROm,CVCVC,2
sérums,seROm,CVCVC,2
sérénade,seRenad,CVCVCVC,3
sérénades,seRenad,CVCVCVC,3
sérénissime,seRenisim,CVCVCVCVC,4
sérénité,seRenite,CVCVCVCV,4
sésame,sezam,CVCVC,2
sésamoïdes,sezamoid,CVCVCVVC,4
séton,set§,CVCV,2
sévi,sevi,CVCV,2
sévice,sevis,CVCVC,2
sévices,sevis,CVCVC,2
sévillan,sevil@,CVCVCV,3
sévillan,sevil@,CVCVCV,3
sévillane,sevilan,CVCVCVC,3
sévillane,sevilan,CVCVCVC,3
sévir,seviR,CVCVC,2
sévira,seviRa,CVCVCV,3
sévirai,seviRE,CVCVCV,3
sévissaient,sevisE,CVCVCV,3
sévissais,sevisE,CVCVCV,3
sévissait,sevisE,CVCVCV,3
sévissant,sevis@,CVCVCV,3
sévisse,sevis,CVCVC,2
sévissent,sevis,CVCVC,2
sévit,sevi,CVCV,2
sévrienne,sevRijEn,CVCCVYVC,3
sévriennes,sevRijEn,CVCCVYVC,3
sévère,sevER,CVCVC,2
sévèrement,sevER°m@,CVCVCVCV,4
sévères,sevER,CVCVC,2
sévérité,seveRite,CVCVCVCV,4
sévérités,seveRite,CVCVCVCV,4
sévît,sevi,CVCV,2
sézigue,sezig,CVCVC,2
sûmes,sym,CVC,1
sûr,syR,CVC,1
sûre,syR,CVC,1
sûrement,syR°m@,CVCVCV,3
sûres,syR,CVC,1
sûreté,syR°te,CVCVCV,3
sûretés,syR°te,CVCVCV,3
sûrs,syR,CVC,1
sût,sy,CV,1
t,t,C,1
t,t,C,1
t',t,C,1
t',t,C,1
t-shirt,tiS9Rt,CVCVCC,2
t-shirts,tiS9Rt,CVCVCC,2
ta,ta,CV,1
tab,tab,CVC,1
tabac,taba,CVCV,2
tabacs,taba,CVCV,2
tabagie,tabaZi,CVCVCV,3
tabagies,tabaZi,CVCVCV,3
tabagisme,tabaZizm,CVCVCVCC,3
tabard,tabaR,CVCVC,2
tabaski,tabaski,CVCVCCV,3
tabassage,tabasaZ,CVCVCVC,3
tabassages,tabasaZ,CVCVCVC,3
tabassaient,tabasE,CVCVCV,3
tabassais,tabasE,CVCVCV,3
tabassait,tabasE,CVCVCV,3
tabassant,tabas@,CVCVCV,3
tabasse,tabas,CVCVC,2
tabassent,tabas,CVCVC,2
tabasser,tabase,CVCVCV,3
tabassera,tabas°Ra,CVCVCVCV,4
tabasseraient,tabas°RE,CVCVCVCV,4
tabasserais,tabas°RE,CVCVCVCV,4
tabasses,tabas,CVCVC,2
tabassez,tabase,CVCVCV,3
tabassons,tabas§,CVCVCV,3
tabassèrent,tabasER,CVCVCVC,3
tabassé,tabase,CVCVCV,3
tabassée,tabase,CVCVCV,3
tabassée,tabase,CVCVCV,3
tabassés,tabase,CVCVCV,3
tabatière,tabatjER,CVCVCYVC,3
tabatières,tabatjER,CVCVCYVC,3
tabellion,tabelj§,CVCVCYV,3
tabellions,tabelj§,CVCVCYV,3
tabernacle,tabERnakl,CVCVCCVCC,3
tabernacles,tabERnakl,CVCVCCVCC,3
tabla,tabla,CVCCV,2
tabla,tabla,CVCCV,2
tablais,tablE,CVCCV,2
tablant,tabl@,CVCCV,2
tablature,tablatyR,CVCCVCVC,3
table,tabl,CVCC,1
table,tabl,CVCC,1
table-bureau,tabl°byRo,CVCCVCVCV,4
table-coiffeuse,tablkwaf2z,CVCCCYVCVC,3
tableau,tablo,CVCCV,2
tableautin,tablot5,CVCCVCV,3
tableautins,tablot5,CVCCVCV,3
tableaux,tablo,CVCCV,2
tabler,table,CVCCV,2
tablerez,tabl°Re,CVCCVCV,3
tables,tabl,CVCC,1
tables,tabl,CVCC,1
tablette,tablEt,CVCCVC,2
tabletterie,tablEt°Ri,CVCCVCVCV,4
tablettes,tablEt,CVCCVC,2
tableur,tabl9R,CVCCVC,2
tablier,tablije,CVCCVYV,3
tabliers,tablije,CVCCVYV,3
tablons,tabl§,CVCCV,2
tabloïd,tablOid,CVCCVVC,3
tabloïd,tablOid,CVCCVVC,3
tabloïde,tabloid,CVCCVVC,3
tabloïdes,tabloid,CVCCVVC,3
tabloïds,tabloid,CVCCVVC,3
tablé,table,CVCCV,2
tablée,table,CVCCV,2
tablées,table,CVCCV,2
tablées,table,CVCCV,2
tabor,tabOR,CVCVC,2
taborites,taboRit,CVCVCVC,3
tabors,tabOR,CVCVC,2
tabou,tabu,CVCV,2
tabou,tabu,CVCV,2
taboue,tabu,CVCV,2
taboue,tabu,CVCV,2
taboues,tabu,CVCV,2
taboulé,tabule,CVCVCV,3
tabouret,tabuRE,CVCVCV,3
tabourets,tabuRE,CVCVCV,3
tabous,tabu,CVCV,2
tabous,tabu,CVCV,2
tabula,tabyla,CVCVCV,3
tabulaire,tabylER,CVCVCVC,3
tabulateur,tabylat9R,CVCVCVCVC,4
tabulations,tabylasj§,CVCVCVCYV,4
tabès,tabEs,CVCVC,2
tac,tak,CVC,1
tacatac,takatak,CVCVCVC,3
tacatacatac,takatakatak,CVCVCVCVCVC,5
tacauds,tako,CVCV,2
tachaient,taSE,CVCV,2
tachait,taSE,CVCV,2
tachant,taS@,CVCV,2
tache,taS,CVC,1
tache,taS,CVC,1
tachent,taS,CVC,1
tacher,taSe,CVCV,2
tachera,taS°Ra,CVCVCV,3
tacherai,taS°RE,CVCVCV,3
tacherais,taS°RE,CVCVCV,3
tacherait,taS°RE,CVCVCV,3
taches,taS,CVC,1
taches,taS,CVC,1
tachetaient,taS°tE,CVCVCV,3
tachetant,taS°t@,CVCVCV,3
tacheter,taS°te,CVCVCV,3
tachetures,taS°tyR,CVCVCVC,3
tacheté,taS°te,CVCVCV,3
tachetée,taS°te,CVCVCV,3
tachetées,taS°te,CVCVCV,3
tachetés,taS°te,CVCVCV,3
tachez,taSe,CVCV,2
tachiste,taSist,CVCVCC,2
tachons,taS§,CVCV,2
tachyarythmie,takiaRitmi,CVCVVCVCCV,5
tachycarde,takikaRd,CVCVCVCC,3
tachycardie,takikaRdi,CVCVCVCCV,4
tachycardies,takikaRdi,CVCVCVCCV,4
tachymètre,takimEtR,CVCVCVCC,3
tachyon,takj§,CVCYV,2
tachyons,takj§,CVCYV,2
taché,taSe,CVCV,2
tachée,taSe,CVCV,2
tachées,taSe,CVCV,2
tachéomètre,takeomEtR,CVCVVCVCC,4
tachés,taSe,CVCV,2
tacite,tasit,CVCVC,2
tacitement,tasit°m@,CVCVCVCV,4
tacites,tasit,CVCVC,2
taciturne,tasityRn,CVCVCVCC,3
taciturnes,tasityRn,CVCVCVCC,3
taciturnité,tasityRnite,CVCVCVCCVCV,5
tacle,takl,CVCC,1
tacler,takle,CVCCV,2
taco,tako,CVCV,2
tacon,tak§,CVCV,2
taconnet,takOnE,CVCVCV,3
tacos,tako,CVCV,2
tacot,tako,CVCV,2
tacots,tako,CVCV,2
tacs,tak,CVC,1
tact,takt,CVCC,1
tacticien,taktisj5,CVCCVCYV,3
tacticienne,taktisjEn,CVCCVCYVC,3
tacticiens,taktisj5,CVCCVCYV,3
tactile,taktil,CVCCVC,2
tactilement,taktil°m@,CVCCVCVCV,4
tactiles,taktil,CVCCVC,2
tactique,taktik,CVCCVC,2
tactique,taktik,CVCCVC,2
tactiquement,taktik°m@,CVCCVCVCV,4
tactiques,taktik,CVCCVC,2
tactiques,taktik,CVCCVC,2
tadjik,tadZik,CVCCVC,2
tadorne,tadORn,CVCVCC,2
tadornes,tadORn,CVCVCC,2
taenia,tenja,CVCYV,2
taf,taf,CVC,1
tafanard,tafanaR,CVCVCVC,3
taffe,taf,CVC,1
taffes,taf,CVC,1
taffetas,taf°ta,CVCVCV,3
tafia,tafja,CVCYV,2
tafs,taf,CVC,1
tag,tag,CVC,1
tagada,tagada,CVCVCV,3
tagalog,tagalOg,CVCVCVC,3
tagger,tage,CVCV,2
tagliatelle,tagliatEl,CVCCVVCVC,4
tagliatelles,taglijatEl,CVCCVYVCVC,4
taguais,tagE,CVCV,2
tague,tag,CVC,1
taguer,tage,CVCV,2
tagueur,tag9R,CVCVC,2
tagueurs,tag9R,CVCVC,2
tahitien,taisj5,CVVCYV,3
tahitien,taisj5,CVVCYV,3
tahitienne,taisjEn,CVVCYVC,3
tahitienne,taisjEn,CVVCYVC,3
tahitiennes,taisjEn,CVVCYVC,3
tahitiennes,taisjEn,CVVCYVC,3
tahitiens,taisj5,CVVCYV,3
tai-chi,tajtSi,CVYCCV,2
taie,tE,CV,1
taies,tE,CV,1
taifas,tEifa,CVVCV,3
tailla,taja,CVYV,2
taillable,tajabl,CVYVCC,2
taillables,tajabl,CVYVCC,2
taillada,tajada,CVYVCV,3
